id,name,base_experience,height,weight,speed,hp,attack,defense,special-attack,special-defense,forms,species,is_default,order,ability1,ability2,ability3,type1,type2,moves
19,rattata,51.0,3,35,72,30,56,35,25,35,rattata,rattata,True,25,run-away,guts,hustle,normal,,"['cut', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'bite', 'water-gun', 'ice-beam', 'blizzard', 'bubble-beam', 'counter', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'quick-attack', 'rage', 'mimic', 'screech', 'double-team', 'defense-curl', 'focus-energy', 'bide', 'swift', 'skull-bash', 'fury-swipes', 'rest', 'hyper-fang', 'super-fang', 'substitute', 'thief', 'flame-wheel', 'snore', 'curse', 'reversal', 'protect', 'mud-slap', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'shadow-ball', 'rock-smash', 'uproar', 'facade', 'taunt', 'revenge', 'endeavor', 'secret-power', 'covet', 'shock-wave', 'natural-gift', 'pluck', 'u-turn', 'assurance', 'me-first', 'last-resort', 'sucker-punch', 'zen-headbutt', 'captivate', 'grass-knot', 'charge-beam', 'round', 'retaliate', 'final-gambit', 'work-up', 'wild-charge', 'confide']"
20,raticate,145.0,7,185,97,55,81,60,50,70,raticate,raticate,True,27,run-away,guts,hustle,normal,,"['swords-dance', 'cut', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'bite', 'roar', 'water-gun', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'counter', 'strength', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'quick-attack', 'rage', 'mimic', 'double-team', 'defense-curl', 'focus-energy', 'bide', 'swift', 'skull-bash', 'fury-swipes', 'rest', 'hyper-fang', 'super-fang', 'substitute', 'thief', 'snore', 'curse', 'protect', 'scary-face', 'mud-slap', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'shadow-ball', 'rock-smash', 'uproar', 'facade', 'taunt', 'endeavor', 'secret-power', 'covet', 'shock-wave', 'natural-gift', 'pluck', 'u-turn', 'assurance', 'last-resort', 'sucker-punch', 'giga-impact', 'zen-headbutt', 'captivate', 'grass-knot', 'charge-beam', 'round', 'retaliate', 'work-up', 'wild-charge', 'confide', 'throat-chop', 'stomping-tantrum']"
21,spearow,52.0,3,20,70,40,60,30,31,31,spearow,spearow,True,30,keen-eye,sniper,,normal,flying,"['razor-wind', 'whirlwind', 'fly', 'headbutt', 'fury-attack', 'take-down', 'double-edge', 'leer', 'growl', 'peck', 'drill-peck', 'toxic', 'agility', 'quick-attack', 'rage', 'mimic', 'double-team', 'focus-energy', 'bide', 'mirror-move', 'swift', 'sky-attack', 'rest', 'tri-attack', 'substitute', 'thief', 'snore', 'curse', 'protect', 'scary-face', 'feint-attack', 'mud-slap', 'detect', 'endure', 'false-swipe', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'uproar', 'heat-wave', 'facade', 'secret-power', 'feather-dance', 'astonish', 'air-cutter', 'aerial-ace', 'roost', 'natural-gift', 'pluck', 'tailwind', 'u-turn', 'assurance', 'defog', 'captivate', 'ominous-wind', 'round', 'echoed-voice', 'work-up', 'drill-run', 'confide']"
22,fearow,155.0,12,380,100,65,90,65,61,61,fearow,fearow,True,31,keen-eye,sniper,,normal,flying,"['razor-wind', 'whirlwind', 'fly', 'headbutt', 'fury-attack', 'take-down', 'double-edge', 'leer', 'growl', 'hyper-beam', 'peck', 'drill-peck', 'toxic', 'agility', 'quick-attack', 'rage', 'mimic', 'double-team', 'focus-energy', 'bide', 'mirror-move', 'swift', 'sky-attack', 'rest', 'tri-attack', 'substitute', 'thief', 'snore', 'curse', 'protect', 'mud-slap', 'detect', 'endure', 'false-swipe', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'uproar', 'heat-wave', 'facade', 'secret-power', 'air-cutter', 'aerial-ace', 'roost', 'natural-gift', 'pluck', 'tailwind', 'u-turn', 'assurance', 'giga-impact', 'defog', 'captivate', 'ominous-wind', 'round', 'echoed-voice', 'work-up', 'drill-run', 'confide', 'laser-focus', 'throat-chop']"
23,ekans,58.0,20,69,55,35,60,44,40,54,ekans,ekans,True,32,intimidate,shed-skin,unnerve,poison,,"['bind', 'slam', 'headbutt', 'body-slam', 'wrap', 'take-down', 'double-edge', 'poison-sting', 'leer', 'bite', 'disable', 'acid', 'strength', 'mega-drain', 'earthquake', 'fissure', 'dig', 'toxic', 'rage', 'mimic', 'screech', 'double-team', 'haze', 'bide', 'skull-bash', 'glare', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'spite', 'protect', 'scary-face', 'sludge-bomb', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'beat-up', 'stockpile', 'spit-up', 'swallow', 'torment', 'facade', 'snatch', 'secret-power', 'poison-fang', 'rock-tomb', 'poison-tail', 'natural-gift', 'payback', 'gastro-acid', 'sucker-punch', 'poison-jab', 'dark-pulse', 'aqua-tail', 'seed-bomb', 'switcheroo', 'mud-bomb', 'gunk-shot', 'captivate', 'venoshock', 'sludge-wave', 'coil', 'acid-spray', 'round', 'bulldoze', 'belch', 'confide', 'infestation', 'brutal-swing']"
24,arbok,157.0,35,650,80,60,95,69,65,79,arbok,arbok,True,33,intimidate,shed-skin,unnerve,poison,,"['bind', 'slam', 'headbutt', 'body-slam', 'wrap', 'take-down', 'double-edge', 'poison-sting', 'leer', 'bite', 'acid', 'hyper-beam', 'strength', 'mega-drain', 'earthquake', 'fissure', 'dig', 'toxic', 'rage', 'mimic', 'screech', 'double-team', 'haze', 'bide', 'skull-bash', 'glare', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'spite', 'protect', 'sludge-bomb', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'stockpile', 'spit-up', 'swallow', 'torment', 'facade', 'snatch', 'secret-power', 'rock-tomb', 'natural-gift', 'payback', 'gastro-acid', 'sucker-punch', 'poison-jab', 'dark-pulse', 'aqua-tail', 'seed-bomb', 'giga-impact', 'thunder-fang', 'ice-fang', 'fire-fang', 'mud-bomb', 'gunk-shot', 'captivate', 'venoshock', 'sludge-wave', 'coil', 'acid-spray', 'round', 'bulldoze', 'dragon-tail', 'belch', 'confide', 'infestation', 'throat-chop', 'brutal-swing', 'stomping-tantrum']"
25,pikachu,112.0,4,60,90,35,55,40,50,50,pikachu,pikachu,True,35,static,lightning-rod,,electric,,"['mega-punch', 'pay-day', 'thunder-punch', 'slam', 'double-kick', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'growl', 'surf', 'submission', 'counter', 'seismic-toss', 'strength', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'agility', 'quick-attack', 'rage', 'mimic', 'double-team', 'defense-curl', 'light-screen', 'reflect', 'bide', 'swift', 'skull-bash', 'flash', 'rest', 'substitute', 'thief', 'snore', 'curse', 'reversal', 'protect', 'sweet-kiss', 'mud-slap', 'zap-cannon', 'detect', 'endure', 'charm', 'rollout', 'swagger', 'spark', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'rock-smash', 'uproar', 'facade', 'focus-punch', 'helping-hand', 'brick-break', 'knock-off', 'secret-power', 'fake-tears', 'signal-beam', 'covet', 'volt-tackle', 'calm-mind', 'shock-wave', 'natural-gift', 'feint', 'fling', 'magnet-rise', 'nasty-plot', 'discharge', 'captivate', 'grass-knot', 'charge-beam', 'electro-ball', 'round', 'echoed-voice', 'volt-switch', 'electroweb', 'wild-charge', 'disarming-voice', 'draining-kiss', 'play-rough', 'play-nice', 'confide', 'eerie-impulse', 'electric-terrain', 'nuzzle', 'laser-focus', 'rising-voltage', 'tera-blast', 'trailblaze']"
26,raichu,243.0,8,300,110,60,90,55,90,80,raichu,raichu,True,51,static,lightning-rod,,electric,,"['mega-punch', 'pay-day', 'thunder-punch', 'slam', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'growl', 'surf', 'hyper-beam', 'submission', 'counter', 'seismic-toss', 'strength', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'agility', 'quick-attack', 'rage', 'mimic', 'double-team', 'defense-curl', 'light-screen', 'reflect', 'bide', 'swift', 'skull-bash', 'flash', 'rest', 'substitute', 'thief', 'snore', 'curse', 'reversal', 'protect', 'sweet-kiss', 'mud-slap', 'zap-cannon', 'detect', 'endure', 'charm', 'rollout', 'swagger', 'spark', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dynamic-punch', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'rock-smash', 'fake-out', 'uproar', 'facade', 'focus-punch', 'helping-hand', 'brick-break', 'knock-off', 'secret-power', 'signal-beam', 'covet', 'calm-mind', 'shock-wave', 'natural-gift', 'feint', 'fling', 'magnet-rise', 'focus-blast', 'giga-impact', 'nasty-plot', 'discharge', 'captivate', 'grass-knot', 'charge-beam', 'electro-ball', 'round', 'echoed-voice', 'volt-switch', 'electroweb', 'wild-charge', 'disarming-voice', 'draining-kiss', 'play-rough', 'play-nice', 'confide', 'eerie-impulse', 'electric-terrain', 'nuzzle', 'laser-focus', 'speed-swap', 'brutal-swing', 'rising-voltage', 'tera-blast', 'trailblaze']"
27,sandshrew,60.0,6,120,40,50,75,85,20,30,sandshrew,sandshrew,True,53,sand-veil,sand-rush,,ground,,"['scratch', 'swords-dance', 'cut', 'sand-attack', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'poison-sting', 'submission', 'counter', 'seismic-toss', 'strength', 'earthquake', 'fissure', 'dig', 'toxic', 'agility', 'rage', 'mimic', 'double-team', 'defense-curl', 'bide', 'swift', 'skull-bash', 'amnesia', 'leech-life', 'fury-swipes', 'rest', 'rock-slide', 'super-fang', 'slash', 'substitute', 'thief', 'snore', 'curse', 'flail', 'protect', 'mud-slap', 'detect', 'sandstorm', 'endure', 'rollout', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'magnitude', 'dynamic-punch', 'rapid-spin', 'iron-tail', 'metal-claw', 'hidden-power', 'sunny-day', 'rock-smash', 'facade', 'focus-punch', 'brick-break', 'knock-off', 'secret-power', 'crush-claw', 'rock-tomb', 'sand-tomb', 'aerial-ace', 'mud-shot', 'covet', 'gyro-ball', 'natural-gift', 'fling', 'poison-jab', 'night-slash', 'x-scissor', 'earth-power', 'shadow-claw', 'rock-climb', 'captivate', 'stealth-rock', 'hone-claws', 'round', 'chip-away', 'bulldoze', 'work-up', 'rototiller', 'confide', 'throat-chop', 'stomping-tantrum', 'steel-roller', 'scorching-sands']"
28,sandslash,158.0,10,295,65,75,100,110,45,55,sandslash,sandslash,True,55,sand-veil,sand-rush,,ground,,"['scratch', 'swords-dance', 'cut', 'sand-attack', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'poison-sting', 'pin-missile', 'hyper-beam', 'submission', 'counter', 'seismic-toss', 'strength', 'earthquake', 'fissure', 'dig', 'toxic', 'agility', 'rage', 'mimic', 'double-team', 'defense-curl', 'bide', 'swift', 'skull-bash', 'amnesia', 'leech-life', 'fury-swipes', 'rest', 'rock-slide', 'super-fang', 'slash', 'substitute', 'thief', 'snore', 'curse', 'protect', 'mud-slap', 'spikes', 'detect', 'sandstorm', 'endure', 'rollout', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'magnitude', 'dynamic-punch', 'rapid-spin', 'iron-tail', 'hidden-power', 'sunny-day', 'rock-smash', 'facade', 'focus-punch', 'brick-break', 'knock-off', 'secret-power', 'crush-claw', 'rock-tomb', 'sand-tomb', 'aerial-ace', 'mud-shot', 'covet', 'gyro-ball', 'natural-gift', 'fling', 'poison-jab', 'x-scissor', 'focus-blast', 'earth-power', 'giga-impact', 'shadow-claw', 'rock-climb', 'stone-edge', 'captivate', 'stealth-rock', 'hone-claws', 'round', 'bulldoze', 'work-up', 'drill-run', 'confide', 'throat-chop', 'stomping-tantrum', 'steel-roller', 'scorching-sands']"
29,nidoran-f,55.0,4,70,41,55,47,52,40,40,nidoran-f,nidoran-f,True,57,poison-point,rivalry,hustle,poison,,"['scratch', 'cut', 'double-kick', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'poison-sting', 'bite', 'growl', 'supersonic', 'disable', 'ice-beam', 'blizzard', 'counter', 'strength', 'thunderbolt', 'thunder', 'dig', 'toxic', 'rage', 'mimic', 'double-team', 'defense-curl', 'reflect', 'focus-energy', 'bide', 'skull-bash', 'fury-swipes', 'rest', 'super-fang', 'substitute', 'thief', 'snore', 'curse', 'protect', 'sludge-bomb', 'mud-slap', 'detect', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'rock-smash', 'beat-up', 'flatter', 'facade', 'helping-hand', 'secret-power', 'poison-fang', 'aerial-ace', 'poison-tail', 'shock-wave', 'water-pulse', 'natural-gift', 'toxic-spikes', 'poison-jab', 'earth-power', 'shadow-claw', 'captivate', 'hone-claws', 'venoshock', 'round', 'echoed-voice', 'chip-away', 'confide', 'venom-drench']"
30,nidorina,128.0,8,200,56,70,62,67,55,55,nidorina,nidorina,True,58,poison-point,rivalry,hustle,poison,,"['scratch', 'cut', 'double-kick', 'headbutt', 'horn-drill', 'tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'poison-sting', 'bite', 'growl', 'water-gun', 'ice-beam', 'blizzard', 'bubble-beam', 'counter', 'strength', 'thunderbolt', 'thunder', 'dig', 'toxic', 'rage', 'mimic', 'double-team', 'defense-curl', 'reflect', 'focus-energy', 'bide', 'skull-bash', 'fury-swipes', 'rest', 'super-fang', 'substitute', 'thief', 'snore', 'curse', 'protect', 'sludge-bomb', 'mud-slap', 'detect', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'rock-smash', 'beat-up', 'flatter', 'facade', 'helping-hand', 'secret-power', 'poison-fang', 'aerial-ace', 'shock-wave', 'water-pulse', 'natural-gift', 'toxic-spikes', 'poison-jab', 'earth-power', 'shadow-claw', 'captivate', 'hone-claws', 'venoshock', 'round', 'echoed-voice', 'confide', 'venom-drench', 'stomping-tantrum']"
31,nidoqueen,253.0,13,600,76,90,92,87,75,85,nidoqueen,nidoqueen,True,59,poison-point,rivalry,sheer-force,poison,ground,"['mega-punch', 'pay-day', 'fire-punch', 'ice-punch', 'thunder-punch', 'scratch', 'cut', 'double-kick', 'mega-kick', 'headbutt', 'horn-drill', 'tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'poison-sting', 'bite', 'growl', 'roar', 'supersonic', 'flamethrower', 'water-gun', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'submission', 'counter', 'seismic-toss', 'strength', 'thunderbolt', 'thunder', 'earthquake', 'fissure', 'dig', 'toxic', 'rage', 'mimic', 'double-team', 'defense-curl', 'reflect', 'focus-energy', 'bide', 'fire-blast', 'skull-bash', 'fury-swipes', 'rest', 'rock-slide', 'super-fang', 'substitute', 'thief', 'snore', 'curse', 'protect', 'sludge-bomb', 'mud-slap', 'icy-wind', 'detect', 'outrage', 'sandstorm', 'endure', 'charm', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'shadow-ball', 'rock-smash', 'whirlpool', 'beat-up', 'uproar', 'torment', 'flatter', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'superpower', 'brick-break', 'secret-power', 'rock-tomb', 'sand-tomb', 'aerial-ace', 'mud-shot', 'rock-blast', 'shock-wave', 'water-pulse', 'natural-gift', 'fling', 'toxic-spikes', 'poison-jab', 'aqua-tail', 'dragon-pulse', 'focus-blast', 'earth-power', 'giga-impact', 'avalanche', 'shadow-claw', 'rock-climb', 'stone-edge', 'captivate', 'stealth-rock', 'hone-claws', 'venoshock', 'smack-down', 'sludge-wave', 'round', 'echoed-voice', 'chip-away', 'hex', 'incinerate', 'quash', 'bulldoze', 'dragon-tail', 'drill-run', 'confide', 'venom-drench', 'power-up-punch', 'high-horsepower', 'throat-chop', 'stomping-tantrum', 'body-press', 'scorching-sands']"
32,nidoran-m,55.0,5,90,50,46,57,40,40,40,nidoran-m,nidoran-m,True,60,poison-point,rivalry,hustle,poison,,"['cut', 'double-kick', 'headbutt', 'horn-attack', 'fury-attack', 'horn-drill', 'tackle', 'body-slam', 'take-down', 'thrash', 'double-edge', 'poison-sting', 'leer', 'supersonic', 'disable', 'ice-beam', 'blizzard', 'peck', 'counter', 'strength', 'thunderbolt', 'thunder', 'dig', 'toxic', 'confusion', 'rage', 'mimic', 'double-team', 'defense-curl', 'reflect', 'focus-energy', 'bide', 'skull-bash', 'amnesia', 'rest', 'super-fang', 'substitute', 'thief', 'snore', 'curse', 'protect', 'sludge-bomb', 'mud-slap', 'detect', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'rock-smash', 'beat-up', 'flatter', 'facade', 'helping-hand', 'secret-power', 'poison-tail', 'shock-wave', 'water-pulse', 'natural-gift', 'sucker-punch', 'toxic-spikes', 'poison-jab', 'earth-power', 'shadow-claw', 'captivate', 'head-smash', 'hone-claws', 'venoshock', 'round', 'echoed-voice', 'chip-away', 'drill-run', 'confide', 'venom-drench', 'smart-strike']"
33,nidorino,128.0,9,195,65,61,72,57,55,55,nidorino,nidorino,True,61,poison-point,rivalry,hustle,poison,,"['cut', 'double-kick', 'headbutt', 'horn-attack', 'fury-attack', 'horn-drill', 'tackle', 'body-slam', 'take-down', 'double-edge', 'poison-sting', 'leer', 'water-gun', 'ice-beam', 'blizzard', 'bubble-beam', 'peck', 'counter', 'strength', 'thunderbolt', 'thunder', 'dig', 'toxic', 'rage', 'mimic', 'double-team', 'defense-curl', 'reflect', 'focus-energy', 'bide', 'skull-bash', 'amnesia', 'rest', 'super-fang', 'substitute', 'thief', 'snore', 'curse', 'protect', 'sludge-bomb', 'mud-slap', 'detect', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'rock-smash', 'beat-up', 'flatter', 'facade', 'helping-hand', 'secret-power', 'shock-wave', 'water-pulse', 'natural-gift', 'sucker-punch', 'toxic-spikes', 'poison-jab', 'earth-power', 'shadow-claw', 'captivate', 'hone-claws', 'venoshock', 'round', 'echoed-voice', 'drill-run', 'confide', 'venom-drench', 'smart-strike', 'stomping-tantrum']"
34,nidoking,253.0,14,620,85,81,102,77,85,75,nidoking,nidoking,True,62,poison-point,rivalry,sheer-force,poison,ground,"['mega-punch', 'pay-day', 'fire-punch', 'ice-punch', 'thunder-punch', 'cut', 'double-kick', 'mega-kick', 'headbutt', 'horn-attack', 'fury-attack', 'horn-drill', 'tackle', 'body-slam', 'take-down', 'thrash', 'double-edge', 'poison-sting', 'leer', 'roar', 'supersonic', 'flamethrower', 'water-gun', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'peck', 'submission', 'counter', 'seismic-toss', 'strength', 'thunderbolt', 'thunder', 'earthquake', 'fissure', 'dig', 'toxic', 'rage', 'mimic', 'double-team', 'defense-curl', 'reflect', 'focus-energy', 'bide', 'fire-blast', 'skull-bash', 'amnesia', 'rest', 'rock-slide', 'super-fang', 'substitute', 'thief', 'snore', 'curse', 'protect', 'sludge-bomb', 'mud-slap', 'icy-wind', 'detect', 'outrage', 'sandstorm', 'endure', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'megahorn', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'shadow-ball', 'rock-smash', 'whirlpool', 'beat-up', 'uproar', 'torment', 'flatter', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'superpower', 'brick-break', 'secret-power', 'rock-tomb', 'sand-tomb', 'mud-shot', 'rock-blast', 'shock-wave', 'water-pulse', 'natural-gift', 'fling', 'sucker-punch', 'toxic-spikes', 'poison-jab', 'aqua-tail', 'dragon-pulse', 'focus-blast', 'earth-power', 'giga-impact', 'avalanche', 'shadow-claw', 'rock-climb', 'stone-edge', 'captivate', 'stealth-rock', 'hone-claws', 'venoshock', 'smack-down', 'sludge-wave', 'round', 'echoed-voice', 'chip-away', 'hex', 'incinerate', 'quash', 'bulldoze', 'dragon-tail', 'drill-run', 'confide', 'venom-drench', 'power-up-punch', 'high-horsepower', 'throat-chop', 'smart-strike', 'stomping-tantrum', 'body-press', 'scorching-sands']"
35,clefairy,113.0,6,75,35,70,45,48,60,65,clefairy,clefairy,True,64,cute-charm,magic-guard,friend-guard,fairy,,"['pound', 'double-slap', 'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'growl', 'sing', 'flamethrower', 'water-gun', 'ice-beam', 'blizzard', 'bubble-beam', 'submission', 'counter', 'seismic-toss', 'strength', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'psychic', 'rage', 'teleport', 'mimic', 'double-team', 'minimize', 'defense-curl', 'light-screen', 'reflect', 'bide', 'metronome', 'fire-blast', 'skull-bash', 'amnesia', 'soft-boiled', 'dream-eater', 'flash', 'psywave', 'splash', 'rest', 'tri-attack', 'substitute', 'nightmare', 'snore', 'curse', 'protect', 'sweet-kiss', 'mud-slap', 'zap-cannon', 'icy-wind', 'detect', 'endure', 'charm', 'rollout', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'safeguard', 'dynamic-punch', 'baton-pass', 'encore', 'iron-tail', 'moonlight', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'rock-smash', 'uproar', 'facade', 'focus-punch', 'follow-me', 'helping-hand', 'trick', 'role-play', 'magic-coat', 'recycle', 'brick-break', 'knock-off', 'endeavor', 'imprison', 'snatch', 'secret-power', 'hyper-voice', 'meteor-mash', 'fake-tears', 'cosmic-power', 'signal-beam', 'bounce', 'covet', 'magical-leaf', 'calm-mind', 'shock-wave', 'water-pulse', 'gravity', 'wake-up-slap', 'healing-wish', 'natural-gift', 'fling', 'lucky-chant', 'copycat', 'last-resort', 'drain-punch', 'zen-headbutt', 'captivate', 'stealth-rock', 'grass-knot', 'charge-beam', 'wonder-room', 'psyshock', 'telekinesis', 'after-you', 'round', 'echoed-voice', 'stored-power', 'ally-switch', 'incinerate', 'retaliate', 'bestow', 'work-up', 'disarming-voice', 'draining-kiss', 'misty-terrain', 'play-rough', 'moonblast', 'confide', 'mystical-fire', 'dazzling-gleam', 'power-up-punch', 'spotlight', 'life-dew', 'meteor-beam', 'misty-explosion', 'dual-wingbeat']"
36,clefable,242.0,13,400,60,95,70,73,95,90,clefable,clefable,True,65,cute-charm,magic-guard,unaware,fairy,,"['pound', 'double-slap', 'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'growl', 'sing', 'flamethrower', 'water-gun', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'submission', 'counter', 'seismic-toss', 'strength', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'psychic', 'rage', 'teleport', 'mimic', 'double-team', 'minimize', 'defense-curl', 'light-screen', 'reflect', 'bide', 'metronome', 'fire-blast', 'skull-bash', 'amnesia', 'soft-boiled', 'dream-eater', 'flash', 'psywave', 'splash', 'rest', 'tri-attack', 'substitute', 'nightmare', 'snore', 'curse', 'protect', 'sweet-kiss', 'mud-slap', 'zap-cannon', 'icy-wind', 'detect', 'endure', 'charm', 'rollout', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'safeguard', 'dynamic-punch', 'baton-pass', 'encore', 'iron-tail', 'moonlight', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'rock-smash', 'uproar', 'facade', 'focus-punch', 'follow-me', 'helping-hand', 'trick', 'role-play', 'magic-coat', 'recycle', 'brick-break', 'knock-off', 'endeavor', 'imprison', 'snatch', 'secret-power', 'hyper-voice', 'meteor-mash', 'fake-tears', 'cosmic-power', 'signal-beam', 'bounce', 'covet', 'magical-leaf', 'calm-mind', 'shock-wave', 'water-pulse', 'gravity', 'healing-wish', 'natural-gift', 'fling', 'copycat', 'last-resort', 'drain-punch', 'focus-blast', 'giga-impact', 'zen-headbutt', 'captivate', 'stealth-rock', 'grass-knot', 'charge-beam', 'wonder-room', 'psyshock', 'telekinesis', 'after-you', 'round', 'echoed-voice', 'stored-power', 'ally-switch', 'incinerate', 'retaliate', 'work-up', 'disarming-voice', 'draining-kiss', 'misty-terrain', 'play-rough', 'moonblast', 'confide', 'mystical-fire', 'dazzling-gleam', 'power-up-punch', 'spotlight', 'laser-focus', 'life-dew', 'meteor-beam', 'misty-explosion', 'dual-wingbeat']"
37,vulpix,60.0,6,99,65,38,41,40,50,65,vulpix,vulpix,True,66,flash-fire,drought,,fire,,"['headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'roar', 'disable', 'ember', 'flamethrower', 'fire-spin', 'dig', 'toxic', 'hypnosis', 'agility', 'quick-attack', 'rage', 'mimic', 'double-team', 'confuse-ray', 'reflect', 'bide', 'fire-blast', 'swift', 'skull-bash', 'rest', 'substitute', 'snore', 'curse', 'flail', 'spite', 'protect', 'feint-attack', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'encore', 'iron-tail', 'hidden-power', 'sunny-day', 'psych-up', 'heat-wave', 'will-o-wisp', 'memento', 'facade', 'role-play', 'imprison', 'grudge', 'secret-power', 'weather-ball', 'overheat', 'extrasensory', 'howl', 'covet', 'natural-gift', 'payback', 'power-swap', 'flare-blitz', 'dark-pulse', 'energy-ball', 'zen-headbutt', 'captivate', 'ominous-wind', 'flame-burst', 'flame-charge', 'foul-play', 'round', 'hex', 'incinerate', 'inferno', 'tail-slap', 'confide', 'mystical-fire', 'baby-doll-eyes', 'burning-jealousy']"
