type,name,order,base_happiness,capture_rate,color,evolves_from_species,forms_switchable,generation,growth_rate,habitat,shape,%_female,% male,has_gender_differences,hatch_counter,egg_group1,egg_group2,is_baby,is_legendary,is_mythical,pal_park_encounters,varieties
cottonee,cottonee,547,50.0,190,green,,False,5,medium,,ball,50.0,50.0,False,20.0,plant,fairy,False,False,False,,['cottonee']
whimsicott,whimsicott,548,50.0,75,green,cottonee,False,5,medium,,humanoid,50.0,50.0,False,20.0,plant,fairy,False,False,False,,['whimsicott']
petilil,petilil,549,50.0,190,green,,False,5,medium,,blob,100.0,0.0,False,20.0,plant,,False,False,False,,['petilil']
lilligant,lilligant,550,50.0,75,green,petilil,False,5,medium,,blob,100.0,0.0,False,20.0,plant,,False,False,False,,"['lilligant', 'lilligant-hisui']"
basculin,basculin,551,50.0,25,green,,False,5,medium,,fish,50.0,50.0,False,40.0,water2,,False,False,False,,"['basculin-red-striped', 'basculin-blue-striped', 'basculin-white-striped']"
sandile,sandile,552,50.0,180,brown,,False,5,medium-slow,,quadruped,50.0,50.0,False,20.0,ground,,False,False,False,,['sandile']
krokorok,krokorok,553,50.0,90,brown,sandile,False,5,medium-slow,,quadruped,50.0,50.0,False,20.0,ground,,False,False,False,,['krokorok']
krookodile,krookodile,554,50.0,45,red,krokorok,False,5,medium-slow,,upright,50.0,50.0,False,20.0,ground,,False,False,False,,['krookodile']
darumaka,darumaka,555,50.0,120,red,,False,5,medium-slow,,humanoid,50.0,50.0,False,20.0,ground,,False,False,False,,"['darumaka', 'darumaka-galar']"
darmanitan,darmanitan,556,50.0,60,red,darumaka,True,5,medium-slow,,quadruped,50.0,50.0,False,20.0,ground,,False,False,False,,"['darmanitan-standard', 'darmanitan-zen', 'darmanitan-galar-standard', 'darmanitan-galar-zen']"
maractus,maractus,557,50.0,255,green,,False,5,medium,,blob,50.0,50.0,False,20.0,plant,,False,False,False,,['maractus']
dwebble,dwebble,558,50.0,190,red,,False,5,medium,,armor,50.0,50.0,False,20.0,bug,mineral,False,False,False,,['dwebble']
crustle,crustle,559,50.0,75,red,dwebble,False,5,medium,,armor,50.0,50.0,False,20.0,bug,mineral,False,False,False,,['crustle']
scraggy,scraggy,560,35.0,180,yellow,,False,5,medium,,upright,50.0,50.0,False,15.0,ground,dragon,False,False,False,,['scraggy']
scrafty,scrafty,561,50.0,90,red,scraggy,False,5,medium,,upright,50.0,50.0,False,15.0,ground,dragon,False,False,False,,['scrafty']
sigilyph,sigilyph,562,50.0,45,black,,False,5,medium,,wings,50.0,50.0,False,20.0,flying,,False,False,False,,['sigilyph']
yamask,yamask,563,50.0,190,black,,False,5,medium,,arms,50.0,50.0,False,25.0,mineral,indeterminate,False,False,False,,"['yamask', 'yamask-galar']"
cofagrigus,cofagrigus,564,50.0,90,yellow,yamask,False,5,medium,,blob,50.0,50.0,False,25.0,mineral,indeterminate,False,False,False,,['cofagrigus']
tirtouga,tirtouga,565,50.0,45,blue,,False,5,medium,,quadruped,12.5,87.5,False,30.0,water1,water3,False,False,False,,['tirtouga']
carracosta,carracosta,566,50.0,45,blue,tirtouga,False,5,medium,,upright,12.5,87.5,False,30.0,water1,water3,False,False,False,,['carracosta']
archen,archen,567,50.0,45,yellow,,False,5,medium,,wings,12.5,87.5,False,30.0,flying,water3,False,False,False,,['archen']
archeops,archeops,568,50.0,45,yellow,archen,False,5,medium,,wings,12.5,87.5,False,30.0,flying,water3,False,False,False,,['archeops']
trubbish,trubbish,569,50.0,190,green,,False,5,medium,,humanoid,50.0,50.0,False,20.0,mineral,,False,False,False,,['trubbish']
garbodor,garbodor,570,50.0,60,green,trubbish,False,5,medium,,humanoid,50.0,50.0,False,20.0,mineral,,False,False,False,,"['garbodor', 'garbodor-gmax']"
zorua,zorua,571,50.0,75,gray,,False,5,medium-slow,,quadruped,12.5,87.5,False,25.0,ground,,False,False,False,,"['zorua', 'zorua-hisui']"
zoroark,zoroark,572,50.0,45,gray,zorua,False,5,medium-slow,,upright,12.5,87.5,False,20.0,ground,,False,False,False,,"['zoroark', 'zoroark-hisui']"
minccino,minccino,573,50.0,255,gray,,False,5,fast,,quadruped,75.0,25.0,False,15.0,ground,,False,False,False,,['minccino']
cinccino,cinccino,574,50.0,60,gray,minccino,False,5,fast,,quadruped,75.0,25.0,False,15.0,ground,,False,False,False,,['cinccino']
gothita,gothita,575,50.0,200,purple,,False,5,medium-slow,,humanoid,75.0,25.0,False,20.0,humanshape,,False,False,False,,['gothita']
gothorita,gothorita,576,50.0,100,purple,gothita,False,5,medium-slow,,humanoid,75.0,25.0,False,20.0,humanshape,,False,False,False,,['gothorita']
gothitelle,gothitelle,577,50.0,50,purple,gothorita,False,5,medium-slow,,humanoid,75.0,25.0,False,20.0,humanshape,,False,False,False,,['gothitelle']
solosis,solosis,578,50.0,200,green,,False,5,medium-slow,,ball,50.0,50.0,False,20.0,indeterminate,,False,False,False,,['solosis']
duosion,duosion,579,50.0,100,green,solosis,False,5,medium-slow,,ball,50.0,50.0,False,20.0,indeterminate,,False,False,False,,['duosion']
reuniclus,reuniclus,580,50.0,50,green,duosion,False,5,medium-slow,,arms,50.0,50.0,False,20.0,indeterminate,,False,False,False,,['reuniclus']
ducklett,ducklett,581,70.0,190,blue,,False,5,medium,,wings,50.0,50.0,False,20.0,water1,flying,False,False,False,,['ducklett']
swanna,swanna,582,70.0,45,white,ducklett,False,5,medium,,wings,50.0,50.0,False,20.0,water1,flying,False,False,False,,['swanna']
vanillite,vanillite,583,50.0,255,white,,False,5,slow,,blob,50.0,50.0,False,20.0,mineral,,False,False,False,,['vanillite']
vanillish,vanillish,584,50.0,120,white,vanillite,False,5,slow,,blob,50.0,50.0,False,20.0,mineral,,False,False,False,,['vanillish']
vanilluxe,vanilluxe,585,50.0,45,white,vanillish,False,5,slow,,heads,50.0,50.0,False,20.0,mineral,,False,False,False,,['vanilluxe']
deerling,deerling,586,70.0,190,pink,,True,5,medium,,quadruped,50.0,50.0,False,20.0,ground,,False,False,False,,['deerling']
sawsbuck,sawsbuck,587,70.0,75,brown,deerling,True,5,medium,,quadruped,50.0,50.0,False,20.0,ground,,False,False,False,,['sawsbuck']
emolga,emolga,588,50.0,200,white,,False,5,medium,,quadruped,50.0,50.0,False,20.0,ground,,False,False,False,,['emolga']
karrablast,karrablast,589,50.0,200,blue,,False,5,medium,,humanoid,50.0,50.0,False,15.0,bug,,False,False,False,,['karrablast']
escavalier,escavalier,590,50.0,75,gray,karrablast,False,5,medium,,arms,50.0,50.0,False,15.0,bug,,False,False,False,,['escavalier']
foongus,foongus,591,50.0,190,white,,False,5,medium,,arms,50.0,50.0,False,20.0,plant,,False,False,False,,['foongus']
amoonguss,amoonguss,592,50.0,75,white,foongus,False,5,medium,,arms,50.0,50.0,False,20.0,plant,,False,False,False,,['amoonguss']
frillish,frillish,593,50.0,190,white,,False,5,medium,,tentacles,50.0,50.0,True,20.0,indeterminate,,False,False,False,,['frillish']
jellicent,jellicent,594,50.0,60,white,frillish,False,5,medium,,tentacles,50.0,50.0,True,20.0,indeterminate,,False,False,False,,['jellicent']
alomomola,alomomola,595,70.0,75,pink,,False,5,fast,,fish,50.0,50.0,False,40.0,water1,water2,False,False,False,,['alomomola']
joltik,joltik,596,50.0,190,yellow,,False,5,medium,,armor,50.0,50.0,False,20.0,bug,,False,False,False,,['joltik']
galvantula,galvantula,597,50.0,75,yellow,joltik,False,5,medium,,armor,50.0,50.0,False,20.0,bug,,False,False,False,,['galvantula']
ferroseed,ferroseed,598,50.0,255,gray,,False,5,medium,,ball,50.0,50.0,False,20.0,plant,mineral,False,False,False,,['ferroseed']
ferrothorn,ferrothorn,599,50.0,90,gray,ferroseed,False,5,medium,,tentacles,50.0,50.0,False,20.0,plant,mineral,False,False,False,,['ferrothorn']
klink,klink,600,50.0,130,gray,,False,5,medium-slow,,heads,0.0,0.0,False,20.0,mineral,,False,False,False,,['klink']
klang,klang,601,50.0,60,gray,klink,False,5,medium-slow,,heads,0.0,0.0,False,20.0,mineral,,False,False,False,,['klang']
klinklang,klinklang,602,50.0,30,gray,klang,False,5,medium-slow,,heads,0.0,0.0,False,20.0,mineral,,False,False,False,,['klinklang']
tynamo,tynamo,603,70.0,190,white,,False,5,slow,,fish,50.0,50.0,False,20.0,indeterminate,,False,False,False,,['tynamo']
eelektrik,eelektrik,604,70.0,60,blue,tynamo,False,5,slow,,fish,50.0,50.0,False,20.0,indeterminate,,False,False,False,,['eelektrik']
eelektross,eelektross,605,70.0,30,blue,eelektrik,False,5,slow,,fish,50.0,50.0,False,20.0,indeterminate,,False,False,False,,['eelektross']
elgyem,elgyem,606,50.0,255,blue,,False,5,medium,,upright,50.0,50.0,False,20.0,humanshape,,False,False,False,,['elgyem']
beheeyem,beheeyem,607,50.0,90,brown,elgyem,False,5,medium,,humanoid,50.0,50.0,False,20.0,humanshape,,False,False,False,,['beheeyem']
litwick,litwick,608,50.0,190,white,,False,5,medium-slow,,blob,50.0,50.0,False,20.0,indeterminate,,False,False,False,,['litwick']
lampent,lampent,609,50.0,90,black,litwick,False,5,medium-slow,,arms,50.0,50.0,False,20.0,indeterminate,,False,False,False,,['lampent']
chandelure,chandelure,610,50.0,45,black,lampent,False,5,medium-slow,,arms,50.0,50.0,False,20.0,indeterminate,,False,False,False,,['chandelure']
axew,axew,611,35.0,75,green,,False,5,slow,,upright,50.0,50.0,False,40.0,monster,dragon,False,False,False,,['axew']
fraxure,fraxure,612,35.0,60,green,axew,False,5,slow,,upright,50.0,50.0,False,40.0,monster,dragon,False,False,False,,['fraxure']
haxorus,haxorus,613,35.0,45,yellow,fraxure,False,5,slow,,upright,50.0,50.0,False,40.0,monster,dragon,False,False,False,,['haxorus']
cubchoo,cubchoo,614,50.0,120,white,,False,5,medium,,upright,50.0,50.0,False,20.0,ground,,False,False,False,,['cubchoo']
beartic,beartic,615,50.0,60,white,cubchoo,False,5,medium,,quadruped,50.0,50.0,False,20.0,ground,,False,False,False,,['beartic']
cryogonal,cryogonal,616,50.0,25,blue,,False,5,medium,,ball,0.0,0.0,False,25.0,mineral,,False,False,False,,['cryogonal']
shelmet,shelmet,617,50.0,200,red,,False,5,medium,,ball,50.0,50.0,False,15.0,bug,,False,False,False,,['shelmet']
accelgor,accelgor,618,50.0,75,red,shelmet,False,5,medium,,arms,50.0,50.0,False,15.0,bug,,False,False,False,,['accelgor']
stunfisk,stunfisk,619,70.0,75,brown,,False,5,medium,,fish,50.0,50.0,False,20.0,water1,indeterminate,False,False,False,,"['stunfisk', 'stunfisk-galar']"
mienfoo,mienfoo,620,50.0,180,yellow,,False,5,medium-slow,,upright,50.0,50.0,False,25.0,ground,humanshape,False,False,False,,['mienfoo']
mienshao,mienshao,621,50.0,45,purple,mienfoo,False,5,medium-slow,,upright,50.0,50.0,False,25.0,ground,humanshape,False,False,False,,['mienshao']
druddigon,druddigon,622,50.0,45,red,,False,5,medium,,upright,50.0,50.0,False,30.0,dragon,monster,False,False,False,,['druddigon']
golett,golett,623,50.0,190,green,,False,5,medium,,humanoid,0.0,0.0,False,25.0,mineral,,False,False,False,,['golett']
golurk,golurk,624,50.0,90,green,golett,False,5,medium,,humanoid,0.0,0.0,False,25.0,mineral,,False,False,False,,['golurk']
pawniard,pawniard,625,35.0,120,red,,False,5,medium,,humanoid,50.0,50.0,False,20.0,humanshape,,False,False,False,,['pawniard']
bisharp,bisharp,626,35.0,45,red,pawniard,False,5,medium,,humanoid,50.0,50.0,False,20.0,humanshape,,False,False,False,,['bisharp']
bouffalant,bouffalant,627,50.0,45,brown,,False,5,medium,,quadruped,50.0,50.0,False,20.0,ground,,False,False,False,,['bouffalant']
rufflet,rufflet,628,50.0,190,white,,False,5,slow,,wings,0.0,100.0,False,20.0,flying,,False,False,False,,['rufflet']
braviary,braviary,629,50.0,60,red,rufflet,False,5,slow,,wings,0.0,100.0,False,20.0,flying,,False,False,False,,"['braviary', 'braviary-hisui']"
vullaby,vullaby,630,35.0,190,brown,,False,5,slow,,wings,100.0,0.0,False,20.0,flying,,False,False,False,,['vullaby']
mandibuzz,mandibuzz,631,35.0,60,brown,vullaby,False,5,slow,,wings,100.0,0.0,False,20.0,flying,,False,False,False,,['mandibuzz']
heatmor,heatmor,632,50.0,90,red,,False,5,medium,,upright,50.0,50.0,False,20.0,ground,,False,False,False,,['heatmor']
durant,durant,633,50.0,90,gray,,False,5,medium,,armor,50.0,50.0,False,20.0,bug,,False,False,False,,['durant']
deino,deino,634,35.0,45,blue,,False,5,slow,,quadruped,50.0,50.0,False,40.0,dragon,,False,False,False,,['deino']
zweilous,zweilous,635,35.0,45,blue,deino,False,5,slow,,quadruped,50.0,50.0,False,40.0,dragon,,False,False,False,,['zweilous']
hydreigon,hydreigon,636,35.0,45,blue,zweilous,False,5,slow,,upright,50.0,50.0,False,40.0,dragon,,False,False,False,,['hydreigon']
larvesta,larvesta,637,50.0,45,white,,False,5,slow,,armor,50.0,50.0,False,40.0,bug,,False,False,False,,['larvesta']
volcarona,volcarona,638,50.0,15,white,larvesta,False,5,slow,,bug-wings,50.0,50.0,False,40.0,bug,,False,False,False,,['volcarona']
cobalion,cobalion,639,35.0,3,blue,,False,5,slow,,quadruped,0.0,0.0,False,80.0,no-eggs,,False,True,False,,['cobalion']
terrakion,terrakion,640,35.0,3,gray,,False,5,slow,,quadruped,0.0,0.0,False,80.0,no-eggs,,False,True,False,,['terrakion']
virizion,virizion,641,35.0,3,green,,False,5,slow,,quadruped,0.0,0.0,False,80.0,no-eggs,,False,True,False,,['virizion']
tornadus,tornadus,642,90.0,3,green,,True,5,slow,,arms,0.0,100.0,False,120.0,no-eggs,,False,True,False,,"['tornadus-incarnate', 'tornadus-therian']"
thundurus,thundurus,643,90.0,3,blue,,True,5,slow,,arms,0.0,100.0,False,120.0,no-eggs,,False,True,False,,"['thundurus-incarnate', 'thundurus-therian']"
reshiram,reshiram,644,0.0,3,white,,False,5,slow,,wings,0.0,0.0,False,120.0,no-eggs,,False,True,False,,['reshiram']
zekrom,zekrom,645,0.0,3,black,,False,5,slow,,upright,0.0,0.0,False,120.0,no-eggs,,False,True,False,,['zekrom']
landorus,landorus,646,90.0,3,brown,,True,5,slow,,arms,0.0,100.0,False,120.0,no-eggs,,False,True,False,,"['landorus-incarnate', 'landorus-therian']"
kyurem,kyurem,647,0.0,3,gray,,True,5,slow,,upright,0.0,0.0,False,120.0,no-eggs,,False,True,False,,"['kyurem', 'kyurem-black', 'kyurem-white']"
keldeo,keldeo,648,35.0,3,yellow,,True,5,slow,,quadruped,0.0,0.0,False,80.0,no-eggs,,False,False,True,,"['keldeo-ordinary', 'keldeo-resolute']"
meloetta,meloetta,649,100.0,3,white,,True,5,slow,,humanoid,0.0,0.0,False,120.0,no-eggs,,False,False,True,,"['meloetta-aria', 'meloetta-pirouette']"
genesect,genesect,650,0.0,3,purple,,True,5,slow,,humanoid,0.0,0.0,False,120.0,no-eggs,,False,False,True,,['genesect']
chespin,chespin,651,70.0,45,green,,False,6,medium-slow,,upright,12.5,87.5,False,20.0,ground,,False,False,False,,['chespin']
quilladin,quilladin,652,70.0,45,green,chespin,False,6,medium-slow,,upright,12.5,87.5,False,20.0,ground,,False,False,False,,['quilladin']
chesnaught,chesnaught,653,70.0,45,green,quilladin,False,6,medium-slow,,upright,12.5,87.5,False,20.0,ground,,False,False,False,,['chesnaught']
fennekin,fennekin,654,70.0,45,red,,False,6,medium-slow,,quadruped,12.5,87.5,False,20.0,ground,,False,False,False,,['fennekin']
braixen,braixen,655,70.0,45,red,fennekin,False,6,medium-slow,,upright,12.5,87.5,False,20.0,ground,,False,False,False,,['braixen']
delphox,delphox,656,70.0,45,red,braixen,False,6,medium-slow,,upright,12.5,87.5,False,20.0,ground,,False,False,False,,['delphox']
froakie,froakie,657,70.0,45,blue,,False,6,medium-slow,,quadruped,12.5,87.5,False,20.0,water1,,False,False,False,,['froakie']
frogadier,frogadier,658,70.0,45,blue,froakie,False,6,medium-slow,,humanoid,12.5,87.5,False,20.0,water1,,False,False,False,,['frogadier']
greninja,greninja,659,70.0,45,blue,frogadier,False,6,medium-slow,,humanoid,12.5,87.5,False,20.0,water1,,False,False,False,,"['greninja', 'greninja-battle-bond', 'greninja-ash']"
bunnelby,bunnelby,660,50.0,255,brown,,False,6,medium,,upright,50.0,50.0,False,15.0,ground,,False,False,False,,['bunnelby']
diggersby,diggersby,661,50.0,127,brown,bunnelby,False,6,medium,,upright,50.0,50.0,False,15.0,ground,,False,False,False,,['diggersby']
fletchling,fletchling,662,50.0,255,red,,False,6,medium-slow,,wings,50.0,50.0,False,15.0,flying,,False,False,False,,['fletchling']
fletchinder,fletchinder,663,50.0,120,red,fletchling,False,6,medium-slow,,wings,50.0,50.0,False,15.0,flying,,False,False,False,,['fletchinder']
talonflame,talonflame,664,50.0,45,red,fletchinder,False,6,medium-slow,,wings,50.0,50.0,False,15.0,flying,,False,False,False,,['talonflame']
scatterbug,scatterbug,665,70.0,255,black,,False,6,medium,,armor,50.0,50.0,False,15.0,bug,,False,False,False,,['scatterbug']
spewpa,spewpa,666,70.0,120,black,scatterbug,False,6,medium,,blob,50.0,50.0,False,15.0,bug,,False,False,False,,['spewpa']
vivillon,vivillon,667,70.0,45,white,spewpa,False,6,medium,,bug-wings,50.0,50.0,False,15.0,bug,,False,False,False,,['vivillon']
litleo,litleo,668,70.0,220,brown,,False,6,medium-slow,,quadruped,87.5,12.5,False,20.0,ground,,False,False,False,,['litleo']
pyroar,pyroar,669,70.0,65,brown,litleo,False,6,medium-slow,,quadruped,87.5,12.5,True,20.0,ground,,False,False,False,,['pyroar']
flabebe,flabebe,670,70.0,225,white,,False,6,medium,,arms,100.0,0.0,False,20.0,fairy,,False,False,False,,['flabebe']
floette,floette,671,70.0,120,white,flabebe,False,6,medium,,arms,100.0,0.0,False,20.0,fairy,,False,False,False,,"['floette', 'floette-eternal']"
florges,florges,672,70.0,45,white,floette,False,6,medium,,arms,100.0,0.0,False,20.0,fairy,,False,False,False,,['florges']
skiddo,skiddo,673,70.0,200,brown,,False,6,medium,,quadruped,50.0,50.0,False,20.0,ground,,False,False,False,,['skiddo']
gogoat,gogoat,674,70.0,45,brown,skiddo,False,6,medium,,quadruped,50.0,50.0,False,20.0,ground,,False,False,False,,['gogoat']
pancham,pancham,675,50.0,220,white,,False,6,medium,,upright,50.0,50.0,False,25.0,ground,humanshape,False,False,False,,['pancham']
pangoro,pangoro,676,50.0,65,white,pancham,False,6,medium,,humanoid,50.0,50.0,False,25.0,ground,humanshape,False,False,False,,['pangoro']
furfrou,furfrou,677,70.0,160,white,,True,6,medium,,quadruped,50.0,50.0,False,20.0,ground,,False,False,False,,['furfrou']
espurr,espurr,678,50.0,190,gray,,False,6,medium,,upright,50.0,50.0,False,20.0,ground,,False,False,False,,['espurr']
meowstic,meowstic,679,50.0,75,blue,espurr,False,6,medium,,upright,50.0,50.0,True,20.0,ground,,False,False,False,,"['meowstic-male', 'meowstic-female']"
honedge,honedge,680,50.0,180,brown,,False,6,medium,,blob,50.0,50.0,False,20.0,mineral,,False,False,False,,['honedge']
doublade,doublade,681,50.0,90,brown,honedge,False,6,medium,,heads,50.0,50.0,False,20.0,mineral,,False,False,False,,['doublade']
aegislash,aegislash,682,50.0,45,brown,doublade,True,6,medium,,blob,50.0,50.0,False,20.0,mineral,,False,False,False,,"['aegislash-shield', 'aegislash-blade']"
spritzee,spritzee,683,50.0,200,pink,,False,6,medium,,arms,50.0,50.0,False,20.0,fairy,,False,False,False,,['spritzee']
aromatisse,aromatisse,684,50.0,140,pink,spritzee,False,6,medium,,humanoid,50.0,50.0,False,20.0,fairy,,False,False,False,,['aromatisse']
swirlix,swirlix,685,50.0,200,white,,False,6,medium,,legs,50.0,50.0,False,20.0,fairy,,False,False,False,,['swirlix']
slurpuff,slurpuff,686,50.0,140,white,swirlix,False,6,medium,,humanoid,50.0,50.0,False,20.0,fairy,,False,False,False,,['slurpuff']
inkay,inkay,687,50.0,190,blue,,False,6,medium,,tentacles,50.0,50.0,False,20.0,water1,water2,False,False,False,,['inkay']
malamar,malamar,688,50.0,80,blue,inkay,False,6,medium,,blob,50.0,50.0,False,20.0,water1,water2,False,False,False,,['malamar']
binacle,binacle,689,50.0,120,brown,,False,6,medium,,heads,50.0,50.0,False,20.0,water3,,False,False,False,,['binacle']
barbaracle,barbaracle,690,50.0,45,brown,binacle,False,6,medium,,heads,50.0,50.0,False,20.0,water3,,False,False,False,,['barbaracle']
skrelp,skrelp,691,50.0,225,brown,,False,6,medium,,blob,50.0,50.0,False,20.0,water1,dragon,False,False,False,,['skrelp']
dragalge,dragalge,692,50.0,55,brown,skrelp,False,6,medium,,blob,50.0,50.0,False,20.0,water1,dragon,False,False,False,,['dragalge']
clauncher,clauncher,693,50.0,225,blue,,False,6,slow,,armor,50.0,50.0,False,15.0,water1,water3,False,False,False,,['clauncher']
clawitzer,clawitzer,694,50.0,55,blue,clauncher,False,6,slow,,squiggle,50.0,50.0,False,15.0,water1,water3,False,False,False,,['clawitzer']
helioptile,helioptile,695,50.0,190,yellow,,False,6,medium,,upright,50.0,50.0,False,20.0,monster,dragon,False,False,False,,['helioptile']
heliolisk,heliolisk,696,50.0,75,yellow,helioptile,False,6,medium,,upright,50.0,50.0,False,20.0,monster,dragon,False,False,False,,['heliolisk']
tyrunt,tyrunt,697,50.0,45,brown,,False,6,medium,,upright,12.5,87.5,False,30.0,monster,dragon,False,False,False,,['tyrunt']
tyrantrum,tyrantrum,698,50.0,45,red,tyrunt,False,6,medium,,upright,12.5,87.5,False,30.0,monster,dragon,False,False,False,,['tyrantrum']
amaura,amaura,699,50.0,45,blue,,False,6,medium,,quadruped,12.5,87.5,False,30.0,monster,,False,False,False,,['amaura']
aurorus,aurorus,700,50.0,45,blue,amaura,False,6,medium,,quadruped,12.5,87.5,False,30.0,monster,,False,False,False,,['aurorus']
sylveon,sylveon,165,50.0,45,pink,eevee,False,6,medium,,quadruped,12.5,87.5,False,35.0,ground,,False,False,False,,['sylveon']
hawlucha,hawlucha,701,50.0,100,green,,False,6,medium,,humanoid,50.0,50.0,False,20.0,flying,humanshape,False,False,False,,['hawlucha']
dedenne,dedenne,702,50.0,180,yellow,,False,6,medium,,upright,50.0,50.0,False,20.0,ground,fairy,False,False,False,,['dedenne']
carbink,carbink,703,50.0,60,gray,,False,6,slow,,ball,0.0,0.0,False,25.0,fairy,mineral,False,False,False,,['carbink']
goomy,goomy,704,35.0,45,purple,,False,6,slow,,squiggle,50.0,50.0,False,40.0,dragon,,False,False,False,,['goomy']
sliggoo,sliggoo,705,35.0,45,purple,goomy,False,6,slow,,squiggle,50.0,50.0,False,40.0,dragon,,False,False,False,,"['sliggoo', 'sliggoo-hisui']"
goodra,goodra,706,35.0,45,purple,sliggoo,False,6,slow,,upright,50.0,50.0,False,40.0,dragon,,False,False,False,,"['goodra', 'goodra-hisui']"
klefki,klefki,707,50.0,75,gray,,False,6,fast,,ball,50.0,50.0,False,20.0,mineral,,False,False,False,,['klefki']
phantump,phantump,708,50.0,120,brown,,False,6,medium,,arms,50.0,50.0,False,20.0,plant,indeterminate,False,False,False,,['phantump']
trevenant,trevenant,709,50.0,60,brown,phantump,False,6,medium,,tentacles,50.0,50.0,False,20.0,plant,indeterminate,False,False,False,,['trevenant']
pumpkaboo,pumpkaboo,710,50.0,120,brown,,False,6,medium,,ball,50.0,50.0,False,20.0,indeterminate,,False,False,False,,"['pumpkaboo-average', 'pumpkaboo-small', 'pumpkaboo-large', 'pumpkaboo-super']"
gourgeist,gourgeist,711,50.0,60,brown,pumpkaboo,False,6,medium,,blob,50.0,50.0,False,20.0,indeterminate,,False,False,False,,"['gourgeist-average', 'gourgeist-small', 'gourgeist-large', 'gourgeist-super']"
bergmite,bergmite,712,50.0,190,blue,,False,6,medium,,quadruped,50.0,50.0,False,20.0,monster,mineral,False,False,False,,['bergmite']
avalugg,avalugg,713,50.0,55,blue,bergmite,False,6,medium,,quadruped,50.0,50.0,False,20.0,monster,mineral,False,False,False,,"['avalugg', 'avalugg-hisui']"
noibat,noibat,714,50.0,190,purple,,False,6,medium,,wings,50.0,50.0,False,20.0,flying,dragon,False,False,False,,['noibat']
noivern,noivern,715,50.0,45,purple,noibat,False,6,medium,,wings,50.0,50.0,False,20.0,flying,dragon,False,False,False,,['noivern']
xerneas,xerneas,716,0.0,45,blue,,True,6,slow,,quadruped,0.0,0.0,False,120.0,no-eggs,,False,True,False,,['xerneas']
yveltal,yveltal,717,0.0,45,red,,False,6,slow,,wings,0.0,0.0,False,120.0,no-eggs,,False,True,False,,['yveltal']
zygarde,zygarde,718,0.0,3,green,,False,6,slow,,squiggle,0.0,0.0,False,120.0,no-eggs,,False,True,False,,"['zygarde-50', 'zygarde-10-power-construct', 'zygarde-50-power-construct', 'zygarde-complete', 'zygarde-10']"
diancie,diancie,719,50.0,3,pink,,True,6,slow,,arms,0.0,0.0,False,25.0,no-eggs,,False,False,True,,"['diancie', 'diancie-mega']"
hoopa,hoopa,720,100.0,3,purple,,False,6,slow,,arms,0.0,0.0,False,120.0,no-eggs,,False,False,True,,"['hoopa', 'hoopa-unbound']"
volcanion,volcanion,721,100.0,3,brown,,False,6,slow,,quadruped,0.0,0.0,False,120.0,no-eggs,,False,False,True,,['volcanion']
rowlet,rowlet,722,50.0,45,brown,,False,7,medium-slow,,wings,12.5,87.5,False,15.0,flying,,False,False,False,,['rowlet']
dartrix,dartrix,723,50.0,45,brown,rowlet,False,7,medium-slow,,wings,12.5,87.5,False,15.0,flying,,False,False,False,,['dartrix']
decidueye,decidueye,724,50.0,45,brown,dartrix,False,7,medium-slow,,wings,12.5,87.5,False,15.0,flying,,False,False,False,,"['decidueye', 'decidueye-hisui']"
litten,litten,725,50.0,45,red,,False,7,medium-slow,,quadruped,12.5,87.5,False,15.0,ground,,False,False,False,,['litten']
torracat,torracat,726,50.0,45,red,litten,False,7,medium-slow,,quadruped,12.5,87.5,False,15.0,ground,,False,False,False,,['torracat']
incineroar,incineroar,727,50.0,45,red,torracat,False,7,medium-slow,,upright,12.5,87.5,False,15.0,ground,,False,False,False,,['incineroar']
popplio,popplio,728,50.0,45,blue,,False,7,medium-slow,,fish,12.5,87.5,False,15.0,water1,ground,False,False,False,,['popplio']
brionne,brionne,729,50.0,45,blue,popplio,False,7,medium-slow,,fish,12.5,87.5,False,15.0,water1,ground,False,False,False,,['brionne']
primarina,primarina,730,50.0,45,blue,brionne,False,7,medium-slow,,fish,12.5,87.5,False,15.0,water1,ground,False,False,False,,['primarina']
pikipek,pikipek,731,70.0,255,black,,False,7,medium,,wings,50.0,50.0,False,15.0,flying,,False,False,False,,['pikipek']
trumbeak,trumbeak,732,70.0,120,black,pikipek,False,7,medium,,wings,50.0,50.0,False,15.0,flying,,False,False,False,,['trumbeak']
toucannon,toucannon,733,70.0,45,black,trumbeak,False,7,medium,,wings,50.0,50.0,False,15.0,flying,,False,False,False,,['toucannon']
yungoos,yungoos,734,70.0,255,brown,,False,7,medium,,quadruped,50.0,50.0,False,15.0,ground,,False,False,False,,['yungoos']
gumshoos,gumshoos,735,70.0,127,brown,yungoos,False,7,medium,,quadruped,50.0,50.0,False,15.0,ground,,False,False,False,,"['gumshoos', 'gumshoos-totem']"
grubbin,grubbin,736,50.0,255,gray,,False,7,medium,,armor,50.0,50.0,False,15.0,bug,,False,False,False,,['grubbin']
charjabug,charjabug,737,50.0,120,green,grubbin,False,7,medium,,squiggle,50.0,50.0,False,15.0,bug,,False,False,False,,['charjabug']
vikavolt,vikavolt,738,50.0,45,blue,charjabug,False,7,medium,,armor,50.0,50.0,False,15.0,bug,,False,False,False,,"['vikavolt', 'vikavolt-totem']"
